b'\\u092e\\u0947\\u0939\\u092e\\u093e\\u0928 \\u0915\\u0947 \\u0906\\u0928\\u0947 \\u092a\\u0930  \\u091c\\u094b \\u092c\\u091a\\u094d\\u091a\\u0947 \\n       \\u0909\\u0927\\u092e \\u092e\\u091a\\u093e\\u0924\\u0947 \\u0939\\u0948\\u0902\\n\\n\\u092e\\u0947\\u0939\\u092e\\u093e\\u0928 \\u0915\\u0947 \\u091c\\u093e\\u0928\\u0947 \\n\\n  \\u0915\\u0947 \\u092c\\u093e\\u0926 \\u0905\\u091a\\u094d\\u091b\\u0940 \\u0924\\u0930\\u0939 \\u0938\\u0947\\n         \\u0915\\u0942\\u091f\\u0947 \\u091c\\u093e\\u0924\\u0947 \\u0939\\u0948\\u0902 !!\\u2026 https://t.co/Gj9NSzCoi2',b'1232158086040891393',b'\\xc5ashu Jha',b'iamashujha403',"b'Mumbai, India'",b'\\u0906\\u0917 \\u0932\\u0917\\u093e\\u0928\\u0947 \\u0935\\u093e\\u0932\\u094b\\u0902 \\u0915\\u094b \\u0915\\u0939\\u093e\\u0902 \\u0916\\u092c\\u0930 \\u0939\\u0948 \\u0915\\u093f \\u0930\\u0941\\u0916 \\u0905\\u0917\\u0930  \\u0939\\u0935\\u093e\\u0913\\u0902 \\u0928\\u0947 \\u092c\\u0926\\u0932\\u093e \\u0924\\u094b \\u0930\\u093e\\u0916 \\u0935\\u0939 \\u092d\\u0940 \\u0939\\u094b\\u0902\\u0917\\u0947\\u0964 \\U0001f915. \\n \\n\\n      \\u0928\\u093e \\u092c\\u0940\\u091c\\u0947\\u092a\\u0940 \\u0928\\u093e \\u0915\\u093e\\u0902\\u0917\\u094d\\u0930\\u0947\\u0938 \\u0914\\u0930 \\u0928\\u093e \\u0906\\u092a \\u0915\\u0947\\u0935\\u0932 \\u0926\\u0947\\u0936',b'388',b'587',b'0',b'185',b'470',b'False',b'False',b'True',b'False',b'2020-01-10 02:45:18'
b'\\u091f\\u094d\\u0930\\u092e\\u094d\\u092a \\u0915\\u0947 \\u092c\\u094b\\u0932\\u0928\\u0947 \\u092a\\u0930 \\u0907\\u0928 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u0935\\u093e\\u0932\\u094b\\u0902 \\u0915\\u0947 \\u0906\\u0917 \\u0932\\u0917\\u0940 \\u0939\\u0948 #RedicalIslamicTerrorism #DelhiPolice #NamsteTrump',b'1232158083230486528',b'Aman Sarswat',b'AmanSarswat5',b'',b'',b'3',b'28',b'0',b'39',b'108',b'False',b'False',b'True',b'False',b'2019-08-07 06:39:01'
b'Koi jaroorat nahi hai kisi ko kuch dikhaane ki \\nWo sab 200 unit se tv dekh rahe hai aur 400 ltr paani se apne loose\\u2026 https://t.co/7FfYDCKkcD',b'1232158081548554240',b'Shekhar Panwar',b'shekhar0590',"b'New Delhi, India'",b'',b'14',b'360',b'0',b'64',b'29',b'False',b'False',b'True',b'False',b'2016-06-01 14:18:25'
b'#DelhiBurning #DelhiPolice #DelhiViolence : HM \\u0928\\u0947 \\u092a\\u0941\\u0932\\u093f\\u0938 \\u0915\\u094b \\u0939\\u093f\\u0902\\u0938\\u093e \\u092a\\u0930 \\u0915\\u093e\\u092c\\u0942 \\u092a\\u093e\\u0928\\u0947 \\u0915\\u0947 \\u0938\\u094d\\u092a\\u0937\\u094d\\u091f \\u0906\\u0926\\u0947\\u0936 \\u0926\\u093f\\u090f \\u0939\\u0948\\u0902.. (\\u0909\\u0928\\u0915\\u093e \\u0924\\u0930\\u0940\\u0915\\u093e\\u2026 https://t.co/KElgLzIczg',b'1232158067846008834',b'Sudarshan',b'sudarshan_pd',b'India',"b""Lawyer. \\u2764\\ufe0f\\U0001f1ee\\U0001f1f3 First.\\U0001f6a9 Likes & forward of tweet didn't endorse, evident, justify, assure, represent, propagate the content-text, picture & video.""",b'202',b'767',b'0',b'2868',b'3236',b'False',b'False',b'True',b'False',b'2010-05-06 07:39:57'
"b'\\u0905\\u091c\\u094d\\u091e\\u093e\\u0924 \\u0932\\u094b\\u0917\\u094b\\u0902 \\u0928\\u0947 \\u092a\\u0947\\u091f\\u094d\\u0930\\u094b\\u0932 \\u092a\\u0902\\u092a \\u091c\\u0932\\u093e\\u092f\\u093e\\n\\u0905\\u091c\\u094d\\u091e\\u093e\\u0924 \\u0932\\u094b\\u0917\\u094b\\u0902 \\u0928\\u0947 \\u092a\\u0924\\u094d\\u0925\\u0930\\u092c\\u093e\\u091c\\u093c\\u0940 \\u0915\\u0940\\n\\u0905\\u091c\\u094d\\u091e\\u093e\\u0924, \\u0905\\u091c\\u094d\\u091e\\u093e\\u0924 \\u0938\\u0941\\u0928\\u0915\\u0930 \\u092a\\u0915 \\u091a\\u0941\\u0915\\u0947 \\u0939\\u0948\\u0902\\nNRC \\u0932\\u093e\\u0917\\u0942 \\u0915\\u0930\\u094b, \\u0905\\u091c\\u094d\\u2026 https://t.co/iKQ0vKDKUH'",b'1232158061734846464',b'Bharat Hindu \\U0001f549\\ufe0f\\U0001f1ee\\U0001f1f3',b'bharatdadhich17',b'Hindustan',b'10-jul-1996',b'233',b'2043',b'0',b'1830',b'675',b'False',b'False',b'True',b'False',b'2012-11-02 09:34:29'
"b'\\u0910\\u0938\\u0947 \\u092d\\u0921\\u093c\\u0915\\u093e\\u090a \\u092c\\u092f\\u093e\\u0928\\u094b\\u0902 \\u0938\\u0947 \\u0913\\u0935\\u0948\\u0938\\u0940 \\u092c\\u0902\\u0927\\u0941\\u0913 \\u0915\\u094b \\u0924\\u094b \\u0915\\u094b\\u0908 \\u0924\\u0915\\u0932\\u0940\\u092b \\u0928\\u0939\\u0940\\u0902 \\u0939\\u094b\\u0917\\u0940 ,\\u0909\\u0928\\u094d\\u0939\\u0947\\u0902 \\u0924\\u094b \\u092a\\u0941\\u0932\\u093f\\u0938 \\u092a\\u094d\\u0930\\u094b\\u091f\\u0947\\u0915\\u094d\\u0936\\u0928 \\u092e\\u093f\\u0932\\u0940 \\u0939\\u0941\\u0908 \\u0939\\u0948 \\u092e\\u0930 \\u0924\\u094b \\u0906\\u092e \\u0906\\u0926\\u092e\\u0940 \\u0930\\u2026 https://t.co/6r9F2B3hEg'",b'1232158050661724161',b'Swatantra Singh',b'Mr_Swatantra',b'Lucknow/ Delhi',"b'INDian , INCian , MSDian'",b'9310',b'1500',b'0',b'9916',b'11981',b'False',b'False',b'True',b'False',b'2017-12-11 15:55:54'
b'Ten stages of Genocide and We are on the 8th Stage.\\n#DelhiBurning #DelhiRiots #ShameOnDelhiPolice #Muslim #hindu\\u2026 https://t.co/OKXPNf2W68',b'1232158044022345729',b'The Kantop',b'TheKantop',b'',b'',b'8',b'41',b'0',b'30',b'25',b'False',b'False',b'True',b'False',b'2020-01-30 14:34:12'
b'\\u091c\\u092c \\u0924\\u0915 \\u0938\\u092c\\u0915\\u093e \\u0938\\u093e\\u0925 \\u0938\\u092c\\u0915\\u093e \\u0935\\u093f\\u0915\\u093e\\u0938 \\u0915\\u093e \\u092c\\u093e\\u0924 \\u091a\\u0932 \\u0930\\u0939\\u093e \\u0925\\u093e \\u0924\\u092c \\u0924\\u0915 \\u0938\\u092c \\u0920\\u0940\\u0915 \\u0925\\u093e \\u0932\\u0947\\u0915\\u093f\\u0928 2019 \\u0915\\u0947 \\u091a\\u0941\\u0928\\u093e\\u0935 \\u0915\\u0947 \\u092c\\u093e\\u0926 \\u0938\\u092c\\u0915\\u093e \\u0935\\u093f\\u0938\\u094d\\u0935\\u093e\\u0938 \\u091c\\u093f\\u0924\\u0928\\u0947 \\u0915\\u0947 \\u091a\\u0915\\u094d\\u0915\\u0930\\u2026 https://t.co/ISYr01NxXg',b'1232157999474540552',b'\\u043a\\u3129\\u0438\\u0438\\u3129 \\u3105\\uff7b\\u2206\\u042f\\u33a1\\u2206',b'KunnuKiKalamSe',b'Ranchi Jharkhand',"b'#\\u0915\\u0941\\u0928\\u094d\\u0928\\u0942_\\u0915\\u0940_\\u0915\\u0932\\u092e_\\u0938\\u0947  , #\\u092a\\u094d\\u092f\\u094b\\u0930_\\u092d\\u093e\\u0930\\u0924\\u0940\\u092f, #love_to_cook  #\\u092c\\u0947\\u0930\\u094b\\u091c\\u0917\\u093e\\u0930 #\\u0915\\u0935\\u093f\\u0924\\u093e_\\u0932\\u093f\\u0916\\u0928\\u0947_\\u0915\\u093e_\\u0936\\u094c\\u0916\\n\\n#Twitter_\\u092a\\u0930_\\u092b\\u0949\\u0932\\u094b_\\u0915\\u0930\\u094b_\\u092b\\u0949\\u0932\\u094b_\\u092a\\u093e\\u0913 \\u0964'",b'218',b'233',b'3',b'5298',b'384',b'False',b'False',b'False',b'False',b'2010-08-02 15:46:46'
b'Amit Shah is the worst Home Minister that India has ever had.\\U0001f44e Absolute failure of law and order.\\n#DelhiBurning\\u2026 https://t.co/HvavKnsxl7',b'1232157995020226560',b'Shuvankar Mandi \\u09b6\\u09c1\\u09ad\\u0999\\u09cd\\u0995\\u09b0 \\u09ae\\u09be\\u09a8\\u09cd\\u09a1\\u09bf',b'Shuvankar1997',b'',b'SOCIAL ACTIVIST',b'387',b'1705',b'0',b'1130',b'10284',b'False',b'False',b'False',b'False',b'2017-03-04 05:31:51'
b'Live:\\u0926\\u093f\\u0932\\u094d\\u0932\\u0940\\u0924 \\u0924\\u0923\\u093e\\u0935 \\u0915\\u093e\\u092f\\u092e; \\u0906\\u0902\\u0926\\u094b\\u0932\\u0928\\u0915\\u0930\\u094d\\u0924\\u094d\\u092f\\u093e\\u0902\\u0915\\u0921\\u0942\\u0928 \\u0917\\u093e\\u0921\\u094d\\u092f\\u093e\\u0902\\u091a\\u0940 \\u091c\\u093e\\u0933\\u092a\\u094b\\u0933\\n#DelhiViolence #DelhiPolice \\nhttps://t.co/6xsX5YnGIb',b'1232157989403906050',b'Maharashtra Times',b'mataonline',b'Mumbai',b'No.1 Marathi News Website. Follow us for breaking news & updates. A Times Internet product.',b'282458',b'262',b'674',b'176169',b'55',b'True',b'False',b'True',b'False',b'2010-07-28 11:52:01'
b'I request Home minister @AmitShah to impose president rule in Delhi @rashtrapatibhvn @PMOIndia @narendramodi\\u2026 https://t.co/SgKgHwkxHe',b'1232157972723359744',b'Prashant Nandal',b'prashantnandal',"b'New Delhi, India'",b'',b'91',b'303',b'2',b'1281',b'1804',b'False',b'False',b'True',b'False',b'2009-08-11 12:44:21'
